id,grade,school_year,score
HUBGEy725iGr,B+,2002-2003,52
7bmU4dx8X2EE,B+,2020-2021,58
AbC8TPsvCwg3,F,2024-2025,56
rwXFlJlyBetT,B,2005-2006,84
Og5mhFWfDgxs,A+,2010-2011,81
7cmPjR5ixwKZ,D,2023-2024,47
xcIan33oIHbU,B-,2027-2028,17
gz6SZ7CmlXaz,C,2014-2015,3
zpoNSzjrxA0L,A,2024-2025,54
3HZpTd6HTApT,B+,2001-2002,99
67VSVr9ddBZh,D,2001-2002,85
PD1853wNfvCF,B-,2026-2027,34
hRhlLTebPOgK,A+,2024-2025,87
SoD5LTQDayCA,B-,2019-2020,76
o5EAxfS7dkWp,D+,2013-2014,17
ms16iMLkxgBi,D+,2018-2019,92
s9xpS9x1rhhg,A,2021-2022,68
ZFufu93alnkR,A+,2017-2018,26
JvlG1JxD7tnG,D,2007-2008,65
3tOJeaNywXiR,F,2003-2004,70
Rkrh7FCjYNXA,A-,2005-2006,33
Eqk1CtxanYTS,D-,2005-2006,89
zdt49XNxt2BY,A-,2006-2007,17
ap1pab6HnUjs,A-,2024-2025,44
7j8BrqaOg2sh,D,2020-2021,86
0TCvjAAkLC0L,D,2002-2003,18
CZOUGzYSDcd3,F,2014-2015,54
mS8YPkX2D0ry,D-,2027-2028,39
VweM7spCfJth,A-,2025-2026,38
4llGqb4xXFx7,B,2002-2003,4
aTq5rqXH5yQo,A-,2001-2002,91
pV834IRZcx3o,A+,2022-2023,66
itRdDbyQMctW,B+,2013-2014,1
9hkehAlWnb9j,D,2009-2010,32
F3CI7lVGU24l,F,2006-2007,8
esYLmE9adi6Z,C-,2027-2028,60
XOelRw6GMPO6,A,2001-2002,33
a79SrOeL3Uyu,A+,2027-2028,6
s6tstrXWOcUP,D+,2016-2017,15
CYqesHu6LvQW,A-,2009-2010,81
hOT9Ifuqx1JL,C+,2023-2024,2
PdIkJrAGXlFE,D+,2010-2011,23
mYwWz8gyYzcv,A-,2009-2010,52
bsVVE8pXnqqU,B,2012-2013,91
4VJ9dJhAhcoj,D-,2013-2014,77
yOvJVIKCEfkh,F,2013-2014,50
wBaXl18jYXhj,B,2005-2006,81
EAyVGtqHWnaJ,A-,2022-2023,91
LQLmW7MlT4nb,C,2001-2002,36
RlP6lnuyKmuO,A-,2026-2027,76
O1J1lGs61ut9,D+,2001-2002,75
IbNxSJzmoUIw,B+,2011-2012,40
XSTv4B8abBFT,B,2006-2007,21
pRAeR7D3A3l8,D+,2003-2004,48
KRYXgrgNwrxo,A,2001-2002,9
oLdSzWM9zMsi,A-,2012-2013,88
7aFSCudmIs2H,D+,2024-2025,34
3ML0ymZMyKR9,A-,2015-2016,61
rFHzKHur9pn7,C+,2012-2013,92
7DQj1FpjyMRC,B-,2022-2023,31
LBCySCGXbdUi,D,2005-2006,90
71jNKX5wAElW,D+,2016-2017,31
ZhhAxr5SWo2r,D-,2023-2024,81
jnOGnbMWxqia,B+,2020-2021,28
BLUWTeU9RWwP,B+,2014-2015,64
LFNlTnz0XSud,D,2018-2019,14
0sGWxsrCcCYE,A-,2002-2003,30
bqh084Iu3FBM,B+,2022-2023,69
KgV19p9kl9pq,C-,2012-2013,66
TzB4oNE2Piki,B+,2004-2005,18
6f9qkw9P99JE,F,2005-2006,5
4A2X04g9neS9,A+,2019-2020,21
K4dYqyRaIQl4,C-,2002-2003,64
ntOVUrpeUZxn,A-,2005-2006,80
Gn92zl2hKyPi,A-,2001-2002,13
dRsJFdLTJryb,C+,2023-2024,82
j8zu9RUGAcGl,C-,2014-2015,63
PKQH3S8dR7SS,D+,2020-2021,41
s8AEyk47Wj4w,D,2008-2009,34
XKPrK3RJI1w5,D+,2005-2006,66
AF6IvUkQFB6Z,D,2013-2014,35
TR2u0lPPA5Bl,C+,2024-2025,18
Y4r9GZMUJqPR,F,2014-2015,61
BRNlvgs4Ifga,B,2019-2020,31
Jmlth3DOhBXD,F,2003-2004,89
HKdupJ2NIAab,D+,2006-2007,89
kruaJ8mQFzFd,C+,2025-2026,43
SZnExZAcqfG4,C,2015-2016,14
mex4WusKGOCU,D+,2012-2013,41
F74IZEgEkg7W,A+,2022-2023,20
XXZNYXxJ8e66,B-,2001-2002,10
CTF9r3L55eZR,C,2019-2020,59
mfSUl634sDm4,A-,2018-2019,82
P9avmumkbyYN,D+,2007-2008,63
3Q7nphsDSKf9,A+,2006-2007,28
dtiF6xjZZK74,C-,2027-2028,73
nu7iLaWsAjWN,B+,2027-2028,77
92pKGQ33Dhkk,A-,2005-2006,50
Z7CYtwAmNviw,C-,2015-2016,68
XuhG4GZfDYaj,D+,2021-2022,67
ASQ4gTCpArQl,D+,2012-2013,87
hQG7Su3Gd5q3,D+,2003-2004,44
NzPFLjljcHTf,C+,2002-2003,40
65ea3uf6aa8x,C+,2025-2026,67
Ff5ZxpSZgn5t,D-,2016-2017,72
Xv1ZhDCw0jjL,B-,2011-2012,53
y9Dbxjdnfm6l,C,2023-2024,31
Ir37CTaKGzMA,F,2015-2016,68
d6E51Rs9W7ey,B+,2018-2019,71
Lya1cJw5hhbv,D-,2008-2009,96
KXco6sn70Lex,A,2025-2026,65
Bgnu5rH7OJXA,D,2023-2024,100
JjXeryXLInNb,A+,2011-2012,92
a4D8Ucc8fbjP,A-,2020-2021,58
SFUBbgiPZegI,B+,2012-2013,15
fy4U2BiHyaNU,B+,2008-2009,99
1vfd6BF9Amg4,A+,2004-2005,13
OF0lhRp71p2S,B,2021-2022,4
UCHRZ8uBlKPq,C+,2004-2005,7
sX0vZX93sjw6,C+,2002-2003,99
c0E0KDEAaq8I,C+,2018-2019,62
XnwlDedZECi5,C+,2002-2003,9
r8qg0SjsnZSR,A+,2025-2026,16
twWqxvsqjsoy,C-,2027-2028,35
rABDh5ux9v39,C+,2015-2016,14
mRybEIsa0O4x,C-,2024-2025,3
8sHm2aKVVqCq,A,2017-2018,8
ETCJqbCkfkHj,C+,2008-2009,16
xXTPLzxtkJT1,A,2020-2021,80
f3ZHinrcjFTO,B+,2024-2025,96
VchlvYBpBD8x,F,2023-2024,3
mvMUaS0LKEFQ,C+,2004-2005,63
0nh2jfr5stzz,D-,2016-2017,93
NVgZV7ZfmoSJ,B+,2012-2013,40
vKKPW4k23VRl,C-,2008-2009,86
7X5KZXb438u1,D+,2020-2021,38
BKgvpSruBtSH,D-,2027-2028,60
WdpZGJZNuP2Q,B-,2009-2010,88
SomQYVgXWPkE,C+,2014-2015,9
ikPIJUA6zlI1,D-,2027-2028,78
3ihhzfqTq0f6,F,2025-2026,5
KwhsKQ22h0dk,A-,2011-2012,59
lo9HTB48Y9Ep,F,2008-2009,39
XlsaWuz9EleM,A,2020-2021,10
ryDtVazyDJYV,C,2004-2005,33
p0d7JspAxdAb,C-,2016-2017,60
ppKCom9NGG0B,D,2013-2014,84
R3D7VJILV5Uy,A-,2022-2023,61
8km45kEDxGH8,F,2027-2028,88
bXvke913Wwol,A,2017-2018,3
KHr0pVC83hiD,A-,2010-2011,95
UkE6HTSEHT0P,D+,2023-2024,40
Yp4rNqUOOFio,D+,2003-2004,71
FXDsIKmSKnav,C+,2019-2020,54
6O0AO8qs7q6q,D-,2027-2028,35
q0dBE1Pa7Axu,B+,2024-2025,73
toLTwc31ZgcC,A+,2019-2020,54
TXCpOBHBA5ts,D,2015-2016,46
rh5NiHPsiSoc,B-,2012-2013,37
rpncu2ynIw7N,B+,2014-2015,35
9q4qx2sI2onG,C-,2006-2007,33
hx737Zrlp4hO,A,2001-2002,18
oge8Pf1k34UB,C-,2009-2010,81
vXgDJ6Qs9PUY,D+,2020-2021,91
nwVlWxuzjYVV,D,2001-2002,76
MP4yCkuSkeBM,C,2010-2011,53
KyO40kFkJFUO,B-,2008-2009,88
fQtOA8r7qHpo,D-,2026-2027,39
e7ytPG5FSi3d,B,2008-2009,39
HdQflRggMZvW,B,2004-2005,81
0LWYWvYSdYND,C,2025-2026,87
800iMku7vkzR,D,2021-2022,77
H8CRm3IDMiD5,C-,2025-2026,21
isdqKSuVO1Yu,C-,2025-2026,88
PaqyGxXtjnFM,C+,2002-2003,67
q0FUkeY8vt3t,B,2015-2016,42
E0mBvHTQ5Y6c,A-,2027-2028,66
5drkwBymGG3q,C-,2018-2019,24
hlIrRBxfv5LK,A+,2013-2014,40
epbCBs7UZc75,A,2013-2014,43
WpQFQj3lOCiq,D,2009-2010,1
fvxiDWIEPpaT,F,2020-2021,70
Ng0T5bXJWHvk,A-,2004-2005,41
SXk1ShuNeKGB,B,2012-2013,31
rklpALfOPdbr,A,2013-2014,20
UehyFhv28PSU,B+,2015-2016,9
RFxxjH5Bm9TG,A+,2027-2028,57
J3eO6r3mtm9Q,C,2018-2019,99
gJalyEoqwKJw,C,2004-2005,3
9UtiDZCZD1Wh,A-,2027-2028,50
JNgiduEbucbS,D-,2014-2015,40
yKwLSBvATL5q,C-,2007-2008,88
T77wTh4zSZ2C,B+,2015-2016,28
7rqwJhEkZHCz,D-,2012-2013,32
9vL0Hj5rsvVJ,B-,2017-2018,39
ctvBHt6g0X1s,C-,2004-2005,64
bG3oRwkwUUXz,B,2021-2022,94
Z3wYowVdxbIS,C,2010-2011,7
SHfAefQ9eurq,D-,2003-2004,38
Fp1GvrXNESel,C-,2008-2009,64
pr9PxFNs6zns,D+,2013-2014,85
5mVBhf1H2wE6,B,2025-2026,23
c79NIlxGvf8z,B-,2003-2004,94
R1DMmPvPHrMd,D+,2016-2017,54
LtutElepwvkO,A-,2010-2011,10
sKUhOeg530HN,F,2003-2004,93
DgBIZhKus3E0,B+,2009-2010,52
VYWk5u3nZgMQ,A-,2018-2019,35
xcUxY8sm7Nng,F,2025-2026,53
AHLALMU9Y8j9,C+,2008-2009,66
H5GPwpT5AaDF,D+,2013-2014,1
TpgzYnSJaQB9,D,2016-2017,53
YUdpaVOFbJrT,D-,2016-2017,6
QZwTCiLXRT9q,C,2009-2010,13
kP7f7BRenc5y,A-,2012-2013,99
hKFmDtqZJhQp,C-,2023-2024,93
zivKACm3n25M,A+,2005-2006,21
WRtL3S4Ahz0o,B+,2023-2024,15
cMbSnrvvWODW,C-,2023-2024,45
8OUR7NMv2tvh,D-,2020-2021,68
ngssrXMAjgZx,A+,2009-2010,48
uwmnX6jHJ1kx,D-,2014-2015,85
ZOiE1nR2iYGv,F,2002-2003,100
FsKPSOT9FEny,A,2022-2023,47
A9RQdl3Soo2B,C+,2024-2025,93
lp45nNaE7QCZ,B-,2006-2007,39
Nl2axwAYM9iG,D-,2020-2021,98
2dE5Vtl7hXRI,B+,2017-2018,15
50qVyEmzMIov,B,2003-2004,37
JbZhj12GirgA,A+,2013-2014,75
WENEGuWFzBYl,B,2002-2003,91
3QaXV1I7GxGQ,D+,2003-2004,47
dgF474aJn61G,A,2020-2021,61
shtG2E7tkm6B,A,2010-2011,77
IFkUj16NTl4m,F,2002-2003,20
hbngwPrf8BgI,A+,2018-2019,31
DNbTjKbpZzzO,B+,2005-2006,68
VrK2AaLWAN6B,C+,2027-2028,85
jBzhjctWidGx,C+,2006-2007,15
K976nTEU7FkE,D,2011-2012,55
aUIEP9GGWQfa,A,2019-2020,6
jMp5EKDRoBDv,F,2005-2006,40
jMPVh6GOSkK2,C-,2012-2013,60
dw8YFIro6Vqq,A,2011-2012,40
2wZ3YB012qS4,A,2022-2023,7
AcEhyMeVm01m,B,2001-2002,77
CMBtau5LYGZT,C-,2015-2016,27
YiVHFVMsnINT,D-,2011-2012,75
1zzKxNLmqH4Q,D,2012-2013,15
EUH2isnz9QC1,D-,2021-2022,84
7TfpDMyAOSuy,B-,2012-2013,32
NwgJP6FhODYL,D,2018-2019,19
y8dJAoYJzHqh,B-,2022-2023,75
isrFcBl5LfNd,A,2027-2028,11
5BD1733JzflP,A,2023-2024,21
1peJlfjSZViz,B+,2017-2018,62
EdRRngLnRaSC,B+,2019-2020,13
x1gjNWOTjYba,A+,2018-2019,71
UJDS8BIbU09L,B-,2019-2020,49
vXlzUDZkZKFR,B,2003-2004,27
DfXnOrUGmAvH,A-,2016-2017,54
hXbtcL5jxft2,B,2015-2016,79
bco1OAKvF7Az,A,2019-2020,89
DMSWur0Lqysa,C+,2016-2017,13
d63LkiHXLC8r,B,2004-2005,100
DoWZcpOyR3rb,B+,2009-2010,57
hz1ASW2d9RC3,B+,2025-2026,33
gnMtcB6uuOyJ,D+,2011-2012,45
QABBH85riygV,A+,2025-2026,10
9BRNr1PLbuIo,D-,2016-2017,59
mNnqV2TehRiA,B+,2007-2008,36
UX0eoGvpUu4P,C+,2026-2027,6
GfhhZYOX0VjJ,A-,2003-2004,26
0SJwxBIzCIcb,C,2018-2019,43
91Ayta7Zv4Xf,B-,2001-2002,32
QxnkdHFtc9Vz,D,2012-2013,85
5tAzbSCByhHL,A+,2005-2006,30
7npceQjih2tn,D,2016-2017,31
gM4ah57LLxtx,D,2021-2022,99
LW1tIdq4Tj6r,D-,2002-2003,48
E8weqvWwdvOK,C-,2017-2018,94
KEAsEVkZKfiJ,C+,2001-2002,90
5JRwKvt2lAcN,A,2006-2007,54
m1qdNztnuQ6J,B,2024-2025,51
Z2itmNVpGCJ9,B-,2007-2008,56
LJTVReWx3Jbf,B+,2008-2009,2
sKPouZCXK2zm,C,2019-2020,17
pcP3I4feSqik,C,2025-2026,76
1amuzsrXSzMS,F,2025-2026,12
vjrqwxDpzTaE,C,2014-2015,42
8MsQ1yIpow9b,C-,2007-2008,61
uIWRtLxxwhmo,A,2008-2009,6
TYeJ1UhoV5gh,F,2008-2009,67
610auafoRSAQ,A,2014-2015,18
kS9haPMJxv4d,A+,2025-2026,34
VrNamQQksKIO,D,2013-2014,26
8sW9J8qy4jjk,C,2024-2025,79
S16P338tHg0F,C+,2026-2027,58
tuwZgmQFDLhc,B-,2021-2022,43
OlPVd3BC3K62,C+,2016-2017,28
OKJBwzluAJit,B,2005-2006,56
VaOFZwnCwLae,A,2001-2002,32
f66mvK8N2ged,D,2003-2004,35
4mXtDklc2pVs,C+,2010-2011,5
xRbJjnpwMs4M,B+,2008-2009,18
HyMwOPZZXJLS,A+,2005-2006,47
By6VouQCG4vy,A+,2013-2014,15
o2nQvFQlNjgq,D,2004-2005,74
3ta664brGrrU,B+,2026-2027,42
7QyCIwLn4D29,B,2022-2023,78
MsZDScBmGHIk,C+,2027-2028,48
RpwsUHupitXv,A-,2014-2015,69
7dFAsgrsBiBe,F,2027-2028,59
9W0c1ljZw89f,D-,2021-2022,55
8VYYNeISR5nw,C+,2021-2022,6
lx37wmdgNlmH,C,2012-2013,13
aMRfuyqm4i0p,C,2009-2010,90
Paul01Wm6MDK,B+,2011-2012,58
MvoKtdQBoA8s,C-,2012-2013,79
o49GebFc9c14,D-,2007-2008,3
19dW1Rkh7QaA,C+,2001-2002,52
aMuNdztOY2AT,A,2009-2010,30
rhvMYa2H9RmF,B-,2003-2004,52
MSf9khPhst8B,C,2019-2020,33
gDbWnk0LY5Mj,D+,2022-2023,60
XeU4DZ3wfwes,C+,2005-2006,94
1nq4Xm3Fvi7X,B,2026-2027,35
0uNMCKs8EOMr,D,2012-2013,53
Utak1srjTlJZ,C-,2018-2019,53
gQkXbRG188gR,D,2004-2005,23
qEOttOMPS2GH,A,2024-2025,67
epCeVfYHVjxP,A+,2009-2010,45
QkmqJRuWTJOd,B,2019-2020,58
0S9H3meREd8e,B+,2018-2019,20
3BkR442dblcR,C,2012-2013,75
6rahXwqTRuNf,D,2006-2007,86
xqlyIsqslINC,A+,2006-2007,78
uYGlOZdZZjQ3,C+,2012-2013,27
OG4eLceDpWjy,B,2012-2013,16
5gwtZteyc2C5,B-,2022-2023,51
R7cvJtjMXjEK,D,2018-2019,93
WGj1l9xm1jvU,B+,2012-2013,73
3U3wMqA6CvWR,A+,2017-2018,44
1bhHh0nWykON,F,2005-2006,84
qrubkGlMLO7j,B+,2025-2026,34
4Q3CUnaGUYaz,A+,2019-2020,31
niF5jPf4lmeP,F,2024-2025,81
v66vM4WSYHSK,F,2027-2028,41
455HijJMHplr,A-,2006-2007,64
iM3ZczFBHa3L,A-,2001-2002,9
D63c2TvfIa7N,A+,2003-2004,21
Nmk7tEHossVx,A,2015-2016,44
tdFukcaPZtlj,C+,2006-2007,12
ZDp1xP7wFlVm,B+,2010-2011,73
MedPzJvOv3sf,A-,2024-2025,74
d7Q8wrWmawHH,C,2004-2005,5
QbrA3e7SlVL5,C-,2019-2020,32
QWENzZss1UWZ,D+,2010-2011,15
XxdmXET1LmMY,B-,2025-2026,41
ePNZhBrZ4eGc,F,2020-2021,37
10xtsk9dS2jX,A-,2020-2021,23
n2U0cOjkoCtW,D-,2026-2027,32
E7t61IxEunEF,B+,2006-2007,95
eAu4GLsL5J1k,C+,2018-2019,44
JludnfcoQ1H1,D,2004-2005,37
ZHvaxipUAQE8,D+,2001-2002,36
0CJlHUaWNHjk,A+,2007-2008,18
WuXw1FwBFttu,D,2011-2012,61
SBTjUHBC2EVS,B+,2005-2006,59
dOyNnKMgjzac,C+,2002-2003,82
QCf4Nj32t6Gs,C-,2003-2004,45
b6nR9PdP2Su0,F,2009-2010,36
Etf5pXo51WLK,C+,2018-2019,41
MUsSYXoaH4Qw,D+,2007-2008,18
idI2tX4yIHJk,A-,2007-2008,55
1mj8vdayfPnx,A+,2010-2011,24
MkBwJxIDGkVn,A+,2009-2010,100
dqN4VgijLPBx,B+,2008-2009,15
8xi8CaaNBTBY,B,2026-2027,63
CC3h2pql177s,B-,2024-2025,39
5iaq6ww7tSI0,B+,2018-2019,37
uLo7UmbfHDWu,C,2007-2008,70
jZXV0PqkcVMP,C,2007-2008,61
5qJHDShzcmTc,D-,2024-2025,58
S6GFk8AuIYQE,A-,2006-2007,1
7b7s8bGpnk4G,B+,2015-2016,86
L8R3DR8wkYcW,A,2001-2002,5
2ZrWCozUsIuV,A+,2007-2008,82
wRy6uAs8aW0l,F,2014-2015,36
0JspcYo0b3PP,D-,2011-2012,29
rlRdLi7le5fL,F,2002-2003,84
BJZr8CNtTGHm,B,2004-2005,88
8en22pf9VfwX,D+,2013-2014,43
Y2JFmf2GhuF9,D-,2001-2002,22
NPVn2QY5M3FW,B+,2004-2005,44
Q619UanwIZn2,D+,2005-2006,22
rgaLFKfFDT3H,A,2009-2010,53
qu725H7mKGaj,A+,2014-2015,45
1RSPaMX6qJDg,B,2008-2009,75
DxhCfiIfQxPp,C-,2026-2027,27
4v2zmz6htM5c,B-,2016-2017,47
zL1CP6o85SNI,A-,2018-2019,24
ZoAKn8ZR34u0,D+,2016-2017,12
XqfFO2G5IXUG,C,2008-2009,32
gPIurLVcRbRF,D+,2004-2005,44
1gCOUTlo31li,D,2002-2003,26
SGNKuj0voJIC,D-,2023-2024,48
SbKJICmBr74W,C-,2021-2022,90
tGkg2mYjDCDA,F,2002-2003,1
PydoWqh1fOTr,D+,2013-2014,17
WaG0XVSbnBzL,B-,2008-2009,9
YyAekJrCmNo5,C-,2015-2016,17
5eR1pJogVohe,C+,2004-2005,55
b7zLfPc82DQq,C,2025-2026,14
KkN4CGwCAfYU,A+,2015-2016,25
fySVibru4bR4,B+,2014-2015,73
LEpM5gyz31Wa,B+,2006-2007,72
OnN9hBDs8s9z,B+,2009-2010,4
te27VksZyBz7,B-,2026-2027,63
FMNdvNc8QbE5,C-,2022-2023,50
jxegp1maPf5B,A,2017-2018,27
10U2ltEQpeWZ,D,2013-2014,20
IZz2sEJZiP4v,D,2025-2026,21
x8PYWkTh4XAl,A+,2023-2024,51
jU5eHrmZZt6w,D,2018-2019,71
1pQCku8fqIYX,A-,2007-2008,90
NXLv0oGTra4h,D-,2016-2017,65
0J5syvLu13zP,D-,2013-2014,12
N8Zg7aOBm9Co,D-,2027-2028,8
4aLz1LCDnAo3,D,2009-2010,26
gKeSUJKVE57S,C,2021-2022,35
12u3p0BXwr8P,D-,2012-2013,96
OC7eOIbs63G9,A,2003-2004,41
Fnlkh9aYrW6H,B-,2010-2011,45
yK6GsRji4PIB,C+,2020-2021,3
MS3CBasEHLwp,C,2027-2028,51
5URptu2JmAJl,B,2024-2025,1
80wkQxLHgROw,C+,2005-2006,41
X76KZDt7nEnZ,C,2003-2004,66
wMNAYUyT7B0E,C-,2003-2004,57
0b0RB2koYKMX,A,2017-2018,69
4IbXdcq76XQ8,A+,2022-2023,4
pSe6ART47kRM,A+,2022-2023,60
lskyZrfD7gEH,D+,2001-2002,97
gVZqvOisFax7,C,2007-2008,28
sXcBKJcaWtDZ,D-,2006-2007,58
trUw4Amsbky2,F,2014-2015,32
reGerkZ9PShi,B-,2004-2005,72
D2XsYhL4DULx,A+,2021-2022,82
bYwCh58mt3U6,C-,2019-2020,99
rB433HeOaDV2,B+,2026-2027,95
8aon0H7MSlvw,D-,2006-2007,72
uEb9Zckc1irT,D+,2007-2008,50
qYBEMhjRZuAE,A-,2002-2003,64
feDDEwbpAsy3,C-,2009-2010,17
UZqSjxocj01K,D+,2023-2024,54
cTyli65CQhO7,C-,2026-2027,63
mOWmciThF0gU,C,2001-2002,80
HLw8t9ZE8fXB,D,2004-2005,42
w2L5r2MW6lIa,C,2003-2004,9
Qc5XS2OGlJ0A,D,2018-2019,48
HpZDpYuTXFh2,A,2008-2009,58
JYr0uMcdKK2p,C-,2006-2007,86
MTSwN3O4i123,B,2019-2020,94
uQsC5hbHlwD0,B,2017-2018,49
TkK9j1Q5L2Jk,B+,2023-2024,17
8UgCQOnxFxvZ,B-,2016-2017,84
9pAIeSafJIRB,B+,2024-2025,100
h6MUxm3jlQpu,B,2027-2028,28
lvxn1jzePPH6,C,2014-2015,40
QfOkpdGCY46m,C+,2027-2028,90
Iuyno2iHcCEO,D-,2021-2022,33
xNnh2pqFEi4w,D+,2022-2023,94
IKN3qUzkgkcx,B,2021-2022,18
AgboFqwl3LdO,B,2020-2021,26
1eU3I8tKk0kr,A-,2022-2023,29
oho7pTw40d46,B+,2015-2016,76
Kb7avLj7e2Bb,D-,2019-2020,25
1KpOg29jbKZe,A-,2008-2009,29
vRbLlGfFS2Em,D+,2001-2002,38
IOriyTnHvIGT,C+,2012-2013,66
JyD7VM2JdFFn,C+,2003-2004,90
mgKMrYle0J04,D+,2013-2014,64
xfsH0fmpBLHR,B-,2023-2024,29
ZCuuQQcnLO4d,F,2015-2016,80
vAQgGPxlM3BK,B+,2012-2013,83
HpjjoAhqtszg,C+,2019-2020,60
bvk7hL9fiNbk,C,2006-2007,13
vg9w4EXsTCpF,A+,2010-2011,39
i7TpaSsbAdZF,A,2002-2003,36
dm47r0W5JluY,F,2016-2017,37
NcwuvR4wMfQG,A,2017-2018,48
njvskDbLOZIh,D-,2001-2002,79
Wq2Ee18hKG1f,B,2006-2007,4
pOyOmIvmxkhw,D+,2027-2028,4
EKvPdnxKktcj,C,2001-2002,97
b7qpCTWvAEwz,C-,2027-2028,43
nF2BxMJfbkDn,B+,2018-2019,3
X78iaWanQ6KC,D-,2003-2004,62
J3ACZRzOZ6sN,D,2002-2003,40
8PIBUE0Zw6Ee,F,2022-2023,85
PxX26ZC0JY9z,B+,2027-2028,53
o8UhRNcMMcKT,A+,2015-2016,15
ExO3nR6l0wqm,A-,2014-2015,15
Ttvs9uoZ6Cvb,B+,2018-2019,3
5OkKRB9Eh4iQ,D-,2001-2002,60
nFUhn37jartr,D-,2002-2003,87
EIQxtoO2ZZNb,C+,2014-2015,28
G9xwa5XeomEG,B+,2004-2005,91
THDMq4oRWYen,C,2002-2003,19
uCUzhwN1nsvL,D+,2026-2027,86
lGzte0VYaebc,A-,2007-2008,72
cpBjnFPNWQAX,B,2017-2018,12
tYqUmze9pLet,F,2017-2018,89
xvA9sHmEJoje,A,2021-2022,93
bf9CmXeFL4bK,F,2010-2011,63
muGIWQPV1aSb,D,2027-2028,55
pAMAzpJi7FSc,C,2013-2014,91
BtyOxDDIpQJ9,C+,2026-2027,65
41mTYJomA2NN,C,2026-2027,53
BPvRnM26fKxq,A,2005-2006,35
Zw6TLe2wZI47,F,2001-2002,92
agzWqIHb2pLD,D+,2001-2002,19
OMJ2byHqYSq7,D,2015-2016,72
qtoyyiYmyNFk,D+,2004-2005,89
wJ5gfx9krMya,C,2019-2020,75
pxyZIry1qupc,A+,2019-2020,96
QZ7a3h1e6XzT,C,2001-2002,80
TUQRgpDByGX3,B-,2025-2026,49
O9rBv7eWSQ4j,A+,2004-2005,22
7iV61nl1bp35,B,2022-2023,88
7uIHKTYP6sDu,C-,2010-2011,45
ffLsiga3JxWB,D+,2011-2012,74
bBSbDoXnSrAu,C+,2005-2006,80
08J7us9TG7Ip,D,2021-2022,17
uXkO8xGeu3hU,C+,2009-2010,42
lew6L6AYnSxA,B,2012-2013,52
LJ4Z4yCsmK0E,D-,2001-2002,100
BI2XfZzBKNjQ,F,2008-2009,3
OngVoSBo41UT,C,2001-2002,85
A2RfyDJHZT2t,D,2007-2008,18
VXBxTuTBUgOr,C,2009-2010,99
FAHfA81itjAi,B-,2008-2009,96
PVGTpR8DWwKe,A,2005-2006,93
Ifqk2Kxg6S8D,B,2011-2012,17
Cnq9zErjsDcq,A,2011-2012,24
LeexL0fiyi26,A,2013-2014,16
nTAWS6vX8eTQ,D-,2015-2016,67
3EtTxUP64sfq,C-,2010-2011,39
60NqhKXkdRpL,C+,2007-2008,24
JXH4unE7pYs1,B+,2001-2002,74
OEKzowjdiGp6,B-,2027-2028,77
JMCSxj1UQHCn,B-,2013-2014,79
qmMUgnPa4jz5,D,2015-2016,57
H5ekSpkPXdga,A+,2022-2023,57
8ixwKNKEINZu,B,2018-2019,65
PNVsD2IwG5ID,B,2027-2028,48
NVAx9w3Akhd6,A+,2012-2013,78
7omyC4bKB6JM,C-,2025-2026,11
CycEwUFH2FmB,D+,2022-2023,43
CLuzEXQsm6hp,A+,2007-2008,62
v5tSZBs6ZO2W,A-,2003-2004,22
vy6AKqoJR7Na,C+,2003-2004,45
sEXiv19OfHAR,D,2022-2023,43
w5Rlb1iygFDp,B+,2002-2003,64
8tzZ47vozjx3,F,2008-2009,52
I1Wzyzslt9Bk,B-,2027-2028,75
JePsbm6tLPKt,A-,2003-2004,68
saDTdnco5gnd,D-,2017-2018,48
hQWJ3t8OGRpx,A,2010-2011,35
lEVI4GCwe2UV,F,2026-2027,40
vMRQCYEEyRJP,A,2009-2010,8
1Xv0zXlhqUvj,C-,2023-2024,38
IzxTeLvszQz9,C+,2004-2005,78
dqj54gyV3F5o,D-,2015-2016,44
iO255HLO6WKm,A+,2007-2008,43
dha7ezZlATr1,B+,2009-2010,48
T2uc5m1lkKWH,D+,2023-2024,2
ka5MWesU4hdp,C-,2020-2021,87
sRrrO287udyY,D-,2024-2025,36
y9xziwgPssaA,F,2022-2023,20
vMm4dYLnD8zm,D-,2009-2010,50
8poLn3UzVG7l,D+,2021-2022,70
Cghw20DV4dqd,A+,2007-2008,18
j9FdHcG0lHHA,C,2026-2027,60
AWuHZuOs7yHd,C,2008-2009,34
LsWmjgfxpUlW,D,2006-2007,87
y19pAabcbi3B,B+,2008-2009,100
KYFEXOC9WfcU,B,2027-2028,90
qjeYlH32Y5Qq,B,2002-2003,50
I9qyRrUfAO82,D-,2021-2022,93
NYfNOuNnxg8f,C,2014-2015,87
SVF26a3sr9Fg,C,2010-2011,95
NPRObiE9keJE,D+,2022-2023,69
FEMktmCA2pSi,C,2016-2017,17
elxjpG8h7YYo,D+,2013-2014,68
vnf596kQs9HT,D-,2004-2005,43
SARnTEruEcih,D+,2023-2024,7
T83S38P6wTjV,B-,2019-2020,12
6Qk1rdZM2oT8,B+,2003-2004,31
gus8B5AqRitw,B-,2014-2015,79
aWnDltZZC7eq,D,2018-2019,28
fJdNYl8n3lja,D,2018-2019,72
F5NQMfDm4L6z,A+,2024-2025,100
jELxVae5HyeU,A,2005-2006,24
